word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
level,3.0,1.0,2.0,15.0,4.0,
phospho-stat3,,,,,,
tyr705,,,,,,
copy,1.0,4.0,7.0,4.0,1.0,
number,1.0,4.0,8.0,4.0,1.0,
state,6.0,6.0,9.0,14.0,6.0,
papillomavirus,1.0,,1.0,,,
genome,2.0,11.0,10.0,33.0,9.0,
precancer,1.0,2.0,1.0,2.0,3.0,
cancer,1.0,6.0,5.0,21.0,6.0,
lesions,1.0,4.0,3.0,15.0,5.0,
correlates,,,,,,
load,5.0,4.0,11.0,34.0,5.0,
carcinogenesis,1.0,5.0,,,4.0,
