word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
stomach,1,3.0,6.0,8.0,3,
contents,1,3.0,5.0,9.0,1,
pilot,4,1.0,,,1,
whales,3,,1.0,4.0,7,
diet,3,12.0,,6.0,14,
tasmania,1,4.0,2.0,3.0,2,
