word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
symmetry,1.0,5,1,3,5.0,17
recognition,,1,3,1,,8
pigeons,3.0,19,36,16,21.0,21
