word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
defects,,2.0,,,1.0,
chain,1.0,,1.0,7.0,1.0,
metabolism,,1.0,1.0,,4.0,
accumulation,2.0,2.0,,2.0,5.0,
contribute,,,,,,
resistance,2.0,6.0,1.0,7.0,10.0,
acids,,,1.0,7.0,7.0,
insulin,7.0,10.0,24.0,56.0,25.0,4.0
