word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
chemokine,4.0,6.0,5.0,36.0,19.0,
transfer,,,,3.0,4.0,
liver,8.0,7.0,7.0,24.0,25.0,
cells,8.0,7.0,14.0,38.0,25.0,2.0
recruitment,2.0,5.0,,5.0,8.0,
cd4+,10.0,2.0,8.0,31.0,15.0,2.0
murine,1.0,,,,,
supply,1.0,2.0,,1.0,2.0,
t-cell,5.0,4.0,1.0,11.0,12.0,1.0
