word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
linkage,,,1.0,1.0,,
nociception,4.0,2.0,1.0,,5.0,
olfaction,4.0,2.0,2.0,,7.0,
haplotype,2.0,,,13.0,2.0,
scn9a,4.0,4.0,7.0,5.0,12.0,
