word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
filtering,5.0,6.0,9,4,9.0,1.0
spectacle,5.0,2.0,8,3,6.0,
performances,,,3,1,,
lens,3.0,,21,20,10.0,
