word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
characteristics,,1,,4,,
ev71,4.0,6,6.0,22,28.0,1.0
hand,1.0,1,1.0,7,,
foot,1.0,1,1.0,7,,
disease,1.0,3,3.0,7,2.0,
guangxi,5.0,5,4.0,17,11.0,
china,6.0,3,4.0,2,12.0,
mouth,1.0,1,1.0,7,,
