word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
analysis,5.0,3.0,2.0,26.0,2.0,
variations,3.0,2.0,1.0,7.0,,
sequon,,3.0,,4.0,,
genessnv,,,,,,
n-glycosylation,4.0,16.0,1.0,28.0,,
