word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
contribution,2,2,,1,1,
assets,7,28,18.0,54,27,
temperatures,8,17,5.0,37,26,
adults,9,12,5.0,13,12,
