word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
virus,1.0,1,,,1.0,
zta,7.0,13,6.0,57.0,28.0,
metalloproteinases,,1,,,,
cell,7.0,13,14.0,43.0,31.0,
invasion,5.0,6,3.0,24.0,11.0,
mmps,4.0,9,1.0,3.0,14.0,
