word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
arboreal,2.0,3.0,,,3,
colonies,1.0,4.0,3.0,6.0,11,
hot-points,1.0,1.0,,,1,
diversity,6.0,5.0,2.0,1.0,8,
myrmecophiles,2.0,1.0,2.0,5.0,9,
weaver,1.0,2.0,,2.0,4,
camponotus,1.0,2.0,,4.0,9,
aff,,3.0,2.0,8.0,8,
textor,,3.0,2.0,9.0,9,
interaction,1.0,,,1.0,2,
network,1.0,,,1.0,2,
associates,1.0,,,1.0,1,
nests,6.0,8.0,6.0,12.0,13,
