word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
patterns,1.0,6.0,,3.0,1.0,
dentition,,3.0,,3.0,,
duplicidentata,,3.0,,1.0,1.0,
mammalia,,1.0,,,,
trend,,,,1.0,2.0,
molarization,1.0,,,1.0,3.0,
premolarsevolution,,,,,,
lagomorph,1.0,20.0,1.0,7.0,10.0,
teeth,1.0,26.0,,26.0,12.0,
