word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
role,,2.0,1.0,4.0,5.0,
pathway,,1.0,2.0,2.0,1.0,
blood,2.0,1.0,9.0,1.0,1.0,
vessel,1.0,2.0,2.0,19.0,4.0,
properties,,,1.0,,1.0,
alzheimer,1.0,1.0,1.0,,,
disease,2.0,3.0,2.0,1.0,1.0,
pathogenesis,2.0,2.0,,,3.0,
