word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
propagation,6.0,6.0,4.0,9.0,21.0,
signals,4.0,1.0,3.0,,2.0,
array,1.0,1.0,2.0,,,
term,,,,,1.0,
pregnancies,,,,,,
