word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
receptor,3.0,7,4.0,4.0,1.0,
expression,3.0,6,53.0,20.0,1.0,
cd8+,8.0,13,77.0,37.0,1.0,
cells,5.0,21,66.0,37.0,7.0,
quality,3.0,3,1.0,5.0,,
immunity,3.0,2,1.0,4.0,,
involvement,,1,,,,
il-4rα,4.0,14,57.0,26.0,5.0,
cell,3.0,7,38.0,16.0,9.0,
