word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
simulation,1.0,2,,2.0,3.0,2.0
changes,1.0,9,,,3.0,2.0
sedimentation,,2,1.0,,7.0,3.0
case,1.0,1,1.0,,,
