word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
expression,4,3.0,14,36,30,2.0
genes,4,4.0,12,12,10,1.0
muscle,3,10.0,39,6,13,2.0
individuals,1,4.0,4,3,6,
cachexia/sarcopenia,1,,2,1,2,
review,2,2.0,18,5,10,1.0
gene,4,3.0,16,25,25,2.0
