word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
single-,1.0,1.0,,3.0,,
multi-marker,3.0,2.0,,11.0,,
association,1.0,3.0,2.0,7.0,1.0,
parameters,,,,,1.0,1.0
pigs,,4.0,1.0,1.0,4.0,1.0
traits,8.0,15.0,6.0,15.0,9.0,2.0
