word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
characteristics,,,2.0,,4.0,
presence,3.0,2.0,4.0,28.0,19.0,1.0
spinetail,,1.0,,,,
devil,,2.0,,,2.0,
ray,,1.0,,,4.0,
mobular,3.0,13.0,6.0,24.0,33.0,2.0
pacific,2.0,10.0,6.0,7.0,10.0,3.0
distribution,,15.0,2.0,3.0,25.0,2.0
mobula,1.0,3.0,3.0,10.0,8.0,1.0
bycatch,2.0,8.0,6.0,4.0,13.0,
species,4.0,25.0,12.0,4.0,52.0,2.0
