word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
therapy,1.0,4.0,1,,,
anxiety,4.0,5.0,20,9.0,10.0,
disorder,1.0,5.0,2,,,
romania,2.0,2.0,2,1.0,,1.0
randomized,2.0,1.0,2,,1.0,
trial,1.0,,3,,1.0,
internet,,3.0,2,,1.0,1.0
treatment,4.0,10.0,18,13.0,7.0,8.0
phobia,1.0,2.0,6,4.0,,1.0
