word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
autotransporters,1.0,,1.0,2.0,,
bordetella,1.0,1.0,,,,
pertussis,7.0,10.0,14.0,10.0,5.0,2.0
mouse,,,3.0,1.0,2.0,
model,,,,2.0,,
protection,1.0,2.0,1.0,7.0,1.0,
