word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
algorithm,3.0,1.0,12.0,10.0,7.0,
movement,7.0,3.0,8.0,,6.0,
artifact,2.0,4.0,5.0,1.0,1.0,
removal,,3.0,5.0,4.0,1.0,
signals,1.0,1.0,7.0,9.0,3.0,
systems,,,,,,
horses,3.0,5.0,7.0,3.0,5.0,
method,1.0,3.0,8.0,3.0,2.0,
horse,,2.0,4.0,1.0,,
ecg,5.0,18.0,24.0,14.0,10.0,
