word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
children,1.0,7.0,2.0,,,
multilevel,2.0,1.0,2.0,,2.0,
intervention,3.0,2.0,5.0,10.0,15.0,
school,,,2.0,,1.0,
teachers,5.0,6.0,23.0,2.0,3.0,1.0
resources,4.0,4.0,6.0,1.0,8.0,
well-being,2.0,1.0,3.0,,1.0,
work,3.0,12.0,30.0,16.0,19.0,
life,,4.0,1.0,,1.0,
cycle,,1.0,,,1.0,
