word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
versus,,1.0,,1.0,1.0,
training,8.0,7.0,12.0,17.0,16.0,
task,1.0,4.0,8.0,1.0,4.0,
information,2.0,24.0,2.0,,5.0,
sufficient,,,,,,
motor,1.0,11.0,1.0,,4.0,
proprioception,,2.0,,,,
learning,3.0,17.0,1.0,1.0,13.0,
