word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
identification,,1.0,1.0,1.0,,1.0
micrornas,1.0,1.0,4.0,2.0,,1.0
markers,1.0,2.0,,1.0,2.0,
ependymomamirnas,,,,,,
biomarkers,,1.0,,1.0,1.0,
ependymoma,1.0,7.0,4.0,3.0,3.0,1.0
