word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
monitoring,,,,,2,
whales,4.0,9.0,8.0,7.0,20,
cetaceans,,,,,3,
seaglider,,1.0,6.0,1.0,2,
