word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
generation,,1,,1,,
analysis,,2,2.0,2,,
platelet,3.0,6,14.0,11,2.0,11.0
polya+,2.0,3,13.0,5,,5.0
mrnas,,1,1.0,2,1.0,
total,2.0,4,16.0,4,,3.0
transcriptome,3.0,3,4.0,4,,
ngs,,2,,2,,
