word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
surinamensis,2.0,1,3.0,9.0,1.0,
cockroach,2.0,7,8.0,19.0,1.0,
gut,9.0,12,10.0,42.0,4.0,
microbiota,3.0,6,3.0,8.0,,
respond,,1,,,,
diet,4.0,8,7.0,48.0,7.0,
termites,6.0,10,,11.0,,
fungal,3.0,6,6.0,45.0,3.0,
