word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
microrna,,,1.0,,,
colon,3.0,4.0,,7.0,4.0,
cancer,6.0,9.0,,6.0,9.0,
cells,2.0,8.0,7.0,22.0,4.0,3.0
autophagy,5.0,20.0,3.0,16.0,39.0,
