word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
stay,,,,,,
conflict,1.0,2.0,,,1.0,
signals,,6.0,,,3.0,
ampelmännchen,2.0,14.0,,2.0,9.0,
traffic,2.0,11.0,1.0,,11.0,
signs,3.0,14.0,7.0,13.0,21.0,1.0
