word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
treatment,2.0,4.0,4.0,17.0,8.0,9.0
phagocytosis,5.0,7.0,8.0,38.0,17.0,15.0
glioblastoma,5.0,1.0,2.0,2.0,,1.0
macrophages,9.0,15.0,20.0,62.0,24.0,26.0
promotes,,,,,1.0,
role,,1.0,,,2.0,
macrophage,2.0,4.0,15.0,11.0,14.0,3.0
polarization,2.0,1.0,3.0,7.0,4.0,2.0
