word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
profile,,,,,,
response,6.0,10.0,7.0,6.0,11.0,
macrophages,4.0,5.0,,2.0,10.0,
ldl,6.0,10.0,4.0,3.0,2.0,
multiplexed,2.0,1.0,,,3.0,
reaction,1.0,1.0,3.0,3.0,2.0,
