word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
preparation,,1,1.0,1,,
bioceramics,1.0,3,,6,,
bone,5.0,11,2.0,22,4.0,
tissue,3.0,11,3.0,10,2.0,
engineering,3.0,6,,7,2.0,
applications,1.0,3,,7,2.0,
