word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
vivo,1.0,5,2.0,22,,3.0
imaging,5.0,10,5.0,9,1.0,
quantification,2.0,2,1.0,4,,
tumor,4.0,18,9.0,92,5.0,9.0
growth,2.0,1,2.0,8,2.0,
metastasis,,1,,1,,
rats,,3,2.0,5,1.0,
cells,3.0,14,16.0,34,3.0,1.0
fluorescence,4.0,9,13.0,32,2.0,1.0
protein,1.0,2,1.0,1,1.0,
