word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
gene,1,6.0,35.0,6.0,6.0,
networks,3,5.0,16.0,6.0,6.0,
triads,1,3.0,,5.0,,
auto-activation,2,1.0,22.0,5.0,1.0,
multistability,3,10.0,36.0,6.0,3.0,
transitions,1,6.0,4.0,,,
stochasticity,1,,3.0,2.0,1.0,
network,3,6.0,87.0,10.0,3.0,4.0
