word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
descriptions,,,,,,
self-treatment,7.0,34.0,13.0,29.0,14.0,4.0
shanxi,1.0,5.0,4.0,,1.0,1.0
china,3.0,9.0,2.0,,4.0,1.0
