word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
fear,,,,,,
colors,3.0,9.0,2.0,4.0,8.0,1.0
clothing,3.0,4.0,2.0,,8.0,
color,5.0,11.0,15.0,5.0,12.0,5.0
influences,,,1.0,,,
escape,,4.0,3.0,,6.0,
behavior,5.0,6.0,3.0,1.0,3.0,
