word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
aggregation,3.0,5.0,,,7.0,1.0
rattus,1.0,,,,,
norvegicus,1.0,,,,,
predator,,,3.0,,10.0,1.0
odor,,6.0,30.0,55.0,28.0,
differences,1.0,1.0,3.0,5.0,3.0,
buffering,1.0,6.0,,,8.0,1.0
effects,,2.0,1.0,2.0,4.0,
correlates,,,1.0,,2.0,
