word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
overexpression,2.0,3,2.0,22,9,1.0
transcription,1.0,4,,3,3,
factor,,4,,3,1,
sp1,5.0,18,17.0,70,29,5.0
pathway,4.0,1,1.0,22,11,
activation,2.0,4,,15,12,
