word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
arrangements,4.0,7.0,14.0,15.0,27.0,
life,6.0,7.0,9.0,71.0,12.0,
expectancy,4.0,4.0,9.0,61.0,3.0,
states,1.0,1.0,2.0,1.0,7.0,
dfle,,,1.0,50.0,24.0,
u.s,,,,,,
