word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
effect,2,2,,,2,
stem,2,2,,,5,
cells,1,4,4.0,6.0,12,
tissue,1,6,9.0,17.0,11,
bone,4,4,8.0,61.0,26,3.0
regeneration,3,4,,18.0,8,1.0
