word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
control,,1.0,9.0,,,1.0
muscle,2.0,2.0,24.0,12.0,16.0,
mitochondria,1.0,8.0,36.0,6.0,8.0,
insulin,5.0,9.0,18.0,23.0,16.0,7.0
entails,,,,,,
activation,2.0,1.0,3.0,7.0,,1.0
pathway,,2.0,2.0,1.0,2.0,
implications,,,,,,
syndromeinsulin,,,,,,
