word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
stressors,1.0,8.0,,,2.0,
predator,,,,,1.0,
seabird,,1.0,,,3.0,
consequences,2.0,,,,,
contaminants,2.0,2.0,1.0,3.0,2.0,
population,3.0,8.0,,,12.0,
health,3.0,5.0,,,8.0,
breeding,5.0,7.0,3.0,8.0,14.0,
conditions,6.0,6.0,,6.0,12.0,
