word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
corpus,6.0,1.0,2.0,1.0,2,
callosum,6.0,1.0,2.0,1.0,2,
size,2.0,3.0,5.0,5.0,10,
humans,,1.0,,,2,
influences,,,1.0,,3,
regions,3.0,7.0,5.0,3.0,6,
analysis,,,4.0,1.0,1,
