word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
survey,,,,,,
gene,2.0,4.0,12.0,14.0,3.0,
expression,1.0,2.0,12.0,34.0,12.0,
analysis,2.0,3.0,12.0,10.0,2.0,
modeling,,1.0,3.0,4.0,3.0,2.0
roles,,,,,2.0,
dna,8.0,7.0,8.0,10.0,7.0,
methyltransferases,2.0,1.0,,4.0,,4.0
legumes,5.0,9.0,2.0,11.0,12.0,2.0
