word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
study,1.0,3.0,2.0,,6.0,
ability,1.0,2.0,,2.0,4.0,
bifidobacteria,1.0,1.0,1.0,1.0,1.0,
origin,,,1.0,,1.0,
infection,2.0,2.0,2.0,3.0,8.0,
cell,,1.0,8.0,4.0,3.0,
mouse,,,,,,
models,,1.0,,,,
activity,,2.0,1.0,1.0,,
thermophilum,6.0,3.0,6.0,27.0,22.0,
rbl67,6.0,3.0,6.0,44.0,22.0,5.0
