word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
phylogeny,,3.0,1.0,18.0,1.0,
morphology,,4.0,6.0,,26.0,1.0
estimation,,,1.0,2.0,1.0,
fossil,1.0,3.0,2.0,1.0,25.0,5.0
record,1.0,2.0,3.0,1.0,28.0,4.0
snakes,3.0,13.0,4.0,4.0,15.0,
squamata,,,,,,
serpentes,,,,,,
