word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
growth,1.0,3.0,1.0,5.0,4,
hormone,1.0,1.0,1.0,3.0,4,
treatment,3.0,8.0,1.0,21.0,16,
hypertension,1.0,6.0,,,5,
dysfunction,1.0,5.0,,,1,
adult,2.0,6.0,,2.0,5,
male,1.0,,1.0,6.0,3,
offspring,7.0,11.0,3.0,25.0,17,
mothers,,3.0,,,1,
pregnancy,1.0,1.0,3.0,,1,
