word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
effect,1.0,3.0,1.0,12,13.0,
decoy,3.0,,,4,7.0,
enhancer,2.0,3.0,,8,5.0,
odn,,,4.0,7,,
mgmt,7.0,20.0,2.0,14,18.0,
