word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
mixtures,1.0,1.0,,,6.0,
alcohol,1.0,,,,,
function,,4.0,,,2.0,
proximity,,,,,1.0,
pheromone,3.0,5.0,1.0,2.0,6.0,1.0
sea,3.0,7.0,13.0,4.0,9.0,1.0
mixture,1.0,2.0,2.0,3.0,6.0,
bile,1.0,,,,,
alcohols,,,,,,
