word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
coordination,3,7,,,1,
visuomotor,2,15,13.0,20.0,27,1.0
adaptation,1,6,2.0,,7,
rotation,2,16,17.0,21.0,28,1.0
angles,1,4,,,4,
