word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
microbiota,,,,2.0,3.0,
grapes,2.0,3.0,2.0,,3.0,
differs,,,,,,
causal,,,,,2.0,
organisms,2.0,,1.0,4.0,5.0,
berries,3.0,3.0,5.0,18.0,5.0,
rot,4.0,5.0,1.0,9.0,7.0,
microbiome,1.0,,,,,
