word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
housing,5.0,5.0,1.0,23.0,19.0,1.0
enhances,,,,1.0,2.0,
recovery,5.0,4.0,2.0,17.0,22.0,1.0
placement,,,6.0,7.0,4.0,
ability,1.0,,3.0,2.0,,
nets,,1.0,,,,
rat,,,2.0,9.0,1.0,
somatosensory,1.0,2.0,1.0,13.0,11.0,
cortex,1.0,1.0,3.0,25.0,7.0,
improves,1.0,2.0,,,1.0,
limb,4.0,4.0,11.0,5.0,11.0,
stroke,7.0,9.0,7.0,28.0,18.0,9.0
