word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
muscle,1,2.0,6.0,4.0,6,
training,2,8.0,7.0,4.0,13,
vasomotor,4,4.0,,,7,
response,4,10.0,2.0,3.0,12,
women,1,,1.0,,6,
function,1,6.0,4.0,6.0,7,
