word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
work,8.0,141,32.0,43,52,2.0
meta-analysis,,6,3.0,4,2,
comparing,,2,,2,1,
affect,6.0,53,22.0,24,29,1.0
