word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
engagement,3,,1.0,16.0,3.0,
relation,1,3.0,2.0,3.0,3.0,
affect,3,5.0,4.0,16.0,11.0,
behaviour,1,5.0,3.0,7.0,10.0,
children,7,27.0,31.0,4.0,18.0,
type,1,1.0,,1.0,,
diabetes,1,4.0,2.0,,,
