word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
effect,,,1.0,,1.0,
vitamin,2.0,3.0,9.0,3.0,2.0,
deprivation,,,,,,
pregnancy,3.0,5.0,22.0,6.0,7.0,
lactation,1.0,,7.0,4.0,3.0,
homocysteine,1.0,1.0,3.0,,,
metabolism,1.0,4.0,4.0,5.0,,
metabolites,,,1.0,,,
brain,5.0,5.0,26.0,13.0,3.0,
plasma,4.0,2.0,40.0,18.0,6.0,
mice,1.0,1.0,,4.0,4.0,
effects,,3.0,8.0,3.0,,
deficiency,1.0,3.0,1.0,7.0,1.0,
