word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
patterns,,1,,,,
overweight,,1,1.0,4.0,2.0,
obesity,,3,,2.0,8.0,
men,6.0,2,5.0,22.0,17.0,3.0
women,7.0,4,4.0,22.0,25.0,
cape,1.0,3,2.0,,1.0,
town,1.0,3,2.0,,1.0,
cribsa,,1,,,,
study,,2,6.0,1.0,12.0,3.0
