word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
frequency,7.0,23,9.0,46,27,7.0
patterns,2.0,7,,11,8,
brain,4.0,19,9.0,8,14,6.0
networks,4.0,15,9.0,11,5,3.0
characteristics,,2,3.0,3,1,2.0
