word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
effect,,2.0,,3.0,1.0,1.0
tricalcium,,2.0,,,,
aluminate,,1.0,,,,
properties,2.0,5.0,,3.0,2.0,5.0
bioactivity,3.0,,,,2.0,1.0
biocompatibility,3.0,3.0,,1.0,3.0,3.0
cements,2.0,3.0,5.0,12.0,4.0,
