word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
tuberculosis,1.0,2.0,6.0,7.0,3.0,
reconstitution,,2.0,,,,
inflammatory,,1.0,,,1.0,
syndrome,,1.0,,1.0,,
hiv,3.0,3.0,5.0,6.0,5.0,
patients,5.0,4.0,7.0,23.0,14.0,
culture,2.0,1.0,2.0,7.0,4.0,
india,2.0,,1.0,,1.0,
role,,2.0,,,3.0,
il-6,3.0,4.0,6.0,13.0,7.0,
prediction,,,,,1.0,
tb-iris,3.0,4.0,1.0,8.0,11.0,
