word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
influence,1.0,5,,3,3.0,
humans,2.0,3,2.0,32,,
interactions,1.0,1,3.0,42,2.0,
events,,2,,4,1.0,
