word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
transgene,3.0,9.0,13.0,4.0,,
regulation,4.0,5.0,26.0,18.0,,
tetr-krab,1.0,9.0,21.0,15.0,3.0,1.0
system,4.0,8.0,10.0,15.0,1.0,
gene,2.0,5.0,17.0,27.0,3.0,
transfer,,2.0,7.0,7.0,2.0,
rodents,2.0,1.0,,5.0,,
primates,1.0,,,,3.0,
aav,2.0,,1.0,1.0,1.0,
macaques,1.0,1.0,4.0,3.0,4.0,
